tag-agent.md	tag-agent	Obsidian tag taxonomy specialist. Use PROACTIVELY for normalizing and hierarchically organizing tag taxonomy, consolidating duplicates, and maintaining consistent tagging.	**Normalize Technology Names**: Ensure consistent naming (e.g., "langchain" → "LangChain"); **Apply Hierarchical Structure**: Organize tags in parent/child relationships; **Consolidate Duplicates**: Merge similar tags (e.g., "ai-agents" and "ai/agents"); **Generate Analysis Reports**: Document tag usage and inconsistencies; **Maintain Tag Taxonomy**: Keep the master taxonomy document updated
task-decomposition-expert.md	task-decomposition-expert	Complex goal breakdown specialist. Use PROACTIVELY for multi-step projects requiring different capabilities. Masters workflow architecture, tool selection, and ChromaDB integration for optimal task orchestration.	
technical-researcher.md	technical-researcher	Use this agent when you need to analyze code repositories, technical documentation, implementation details, or evaluate technical solutions. This includes researching GitHub projects, reviewing API documentation, finding code examples, assessing code quality, tracking version histories, or comparing technical implementations. <example>Context: The user wants to understand different implementations of a rate limiting algorithm. user: "I need to implement rate limiting in my API. What are the best approaches?" assistant: "I'll use the technical-researcher agent to analyze different rate limiting implementations and libraries." <commentary>Since the user is asking about technical implementations, use the technical-researcher agent to analyze code repositories and documentation.</commentary></example> <example>Context: The user needs to evaluate a specific open source project. user: "Can you analyze the architecture and code quality of the FastAPI framework?" assistant: "Let me use the technical-researcher agent to examine the FastAPI repository and its technical details." <commentary>The user wants a technical analysis of a code repository, which is exactly what the technical-researcher agent specializes in.</commentary></example>	
technical-writer.md	technical-writer	Technical writing and content creation specialist. Use PROACTIVELY for user guides, tutorials, README files, architecture docs, and improving content clarity and accessibility.	
test-automator.md	test-automator	Create comprehensive test suites with unit, integration, and e2e tests. Sets up CI pipelines, mocking strategies, and test data. Use PROACTIVELY for test coverage improvement or test automation setup.	
test-engineer.md	test-engineer	Test automation and quality assurance specialist. Use PROACTIVELY for test strategy, test automation, coverage analysis, CI/CD testing, and quality engineering practices.	
text-comparison-validator.md	text-comparison-validator	Text comparison and validation specialist. Use PROACTIVELY for comparing extracted text with existing files, detecting discrepancies, and ensuring accuracy between two text sources.	
timestamp-precision-specialist.md	timestamp-precision-specialist	Frame-accurate timestamp extraction specialist. Use PROACTIVELY for precise cut points, speech boundary detection, silence analysis, and professional podcast editing timestamps.	
typescript-pro.md	typescript-pro	Write idiomatic TypeScript with advanced type system features, strict typing, and modern patterns. Masters generic constraints, conditional types, and type inference. Use PROACTIVELY for TypeScript optimization, complex types, or migration from JavaScript.	
ui-ux-designer.md	ui-ux-designer	UI/UX design specialist for user-centered design and interface systems. Use PROACTIVELY for user research, wireframes, design systems, prototyping, accessibility standards, and user experience optimization.	
url-context-validator.md	url-context-validator	URL validation and contextual analysis specialist. Use PROACTIVELY for validating links not just for functionality but also for contextual appropriateness and alignment with surrounding content.	
url-link-extractor.md	url-link-extractor	URL and link extraction specialist. Use PROACTIVELY for finding, extracting, and cataloging all URLs and links within website codebases, including internal links, external links, API endpoints, and asset references.	
vault-optimizer.md	vault-optimizer	Obsidian vault performance optimization specialist. Use PROACTIVELY for analyzing vault performance, optimizing file sizes, managing large attachments, and improving search indexing.	**Performance Analysis**: Monitor vault loading times and search performance; **File Size Optimization**: Identify and optimize large files affecting performance; **Attachment Management**: Organize and compress media files; **Index Optimization**: Improve search indexing and query performance; **Storage Cleanup**: Remove unnecessary files and duplicates
visual-analysis-ocr.md	visual-analysis-ocr	Visual analysis and OCR specialist. Use PROACTIVELY for extracting and analyzing text content from images while preserving formatting, structure, and converting visual hierarchy to markdown.	
web-accessibility-checker.md	web-accessibility-checker	Web accessibility compliance specialist. Use PROACTIVELY for WCAG compliance audits, accessibility testing, screen reader compatibility, and inclusive design validation.	
web-vitals-optimizer.md	web-vitals-optimizer	Core Web Vitals optimization specialist. Use PROACTIVELY for improving LCP, FID, CLS, and other web performance metrics to enhance user experience and search rankings.	
